Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
rs28371703	CYP2D6	fluoxetine	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28371706	CYP2D6	nevirapine	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	1	0	0
rs28371713	CYP2D6	angiotensin ii antagonists	other:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs28371725	CYP2D6	angiotensin ii antagonists	other:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs28371725	CYP2D6	anticholinergic agents	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs28371725	CYP2D6	tamoxifen	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs28371726	CYP2D6	clozapine	other:schizophrenia, other:psychotic disorder	['nan']	0	0	0	1	0	0	0	1	0	0
rs28371738	CYP2D6	alpha-hydroxymetoprolol	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28371759	CYP3A4	ar-c124910xx	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28371759	CYP3A4	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28371759	CYP3A4	ethambutol	other:tuberculosis	['nan']	0	0	0	0	0	1	0	0	1	0
rs28371759	CYP3A4	gemcitabine	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs28371759	CYP3A4	imatinib	other:chronic myelogenous leukemia, bcr-abl1 positive	['nan']	0	0	1	0	0	0	0	0	1	0
rs28371759	CYP3A4	isoniazid / pyrazinamide / rifampin	other:tuberculosis	['nan']	0	0	0	0	0	1	0	0	1	0
rs28371759	CYP3A4	paclitaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs28371759	CYP3A4	ticagrelor	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28371759	CYP3A4	warfarin	disease:heart valve replacement	['nan']	0	1	0	0	0	0	0	1	0	0
rs28371759	CYP3A4	warfarin	other:an international normalized ratio (inr) of 2.0-3.0	['nan']	0	0	0	0	1	0	0	0	0	1
rs28375964	UGT2B7	morphine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28379954	NFIB	clozapine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs28379954	NFIB	clozapine	other:schizophrenia	['nan']	0	0	0	1	0	0	0	1	0	0
rs28379954	NFIB	clozapine	other:tobacco use disorder	['nan']	0	0	0	1	0	0	0	1	0	0
rs28379954	NFIB	dextromethorphan	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28379954	NFIB	dextrorphan	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28379954	NFIB	paliperidone	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28379954	NFIB	risperidone	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28379954	NFIB	solanidine	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28386840	SLC6A2	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	1	0	1	0	0	0	1	1
rs2838956	SLC19A1	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs2838956	SLC19A1	methotrexate	other:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs2838957	SLC19A1	oxaliplatin	other:gastroesophageal cancer	['nan']	0	0	1	0	0	0	0	0	1	0
rs2838957	SLC19A1	pralatrexate	other:gastroesophageal cancer	['nan']	0	0	1	0	0	0	0	0	1	0
rs2838958	SLC19A1	methotrexate	disease:acute lymphoblastic leukemia	['nan']	0	0	1	0	1	0	0	1	0	1
rs2838958	SLC19A1	methotrexate	other:acute lymphoblastic leukemia	['nan']	0	0	0	1	0	0	0	1	1	0
rs2839629	PKNOX1	bortezomib	other:multiple myeloma	['nan']	0	0	0	0	0	1	0	0	1	0
rs2839669	GAD2	methadone	other:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs2839670	GAD2	methadone	other:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs2839698	H19	platinum compounds	disease:lung neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs28399433	CYP2A6	coumarin	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs28399433	CYP2A6	dexmedetomidine	general_population	['nan']	0	0	1	1	0	0	0	1	1	0
rs28399433	CYP2A6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	0	0	1	1	1
rs28399433	CYP2A6	efavirenz	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399433	CYP2A6	lamivudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399433	CYP2A6	nicotine	general_population	['nan']	0	0	0	1	1	1	0	1	0	1
rs28399433	CYP2A6	osimertinib	other:non-small cell lung carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs28399433	CYP2A6	tegafur	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399433	CYP2A6	varenicline	other:tobacco use disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399433	CYP2A6	zidovudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399454	CYP2A6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	0	1	0	0	1
rs28399454	CYP2A6	nevirapine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399454	CYP2A6	nicotine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs28399468	CYP2A6	nicotine	general_population	['nan']	0	0	0	1	1	0	0	1	0	1
rs28399499	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	1	1	1	1	1
rs28399499	CYP2B6	efavirenz	other:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
rs28399499	CYP2B6	lamivudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399499	CYP2B6	lumefantrine	disease:malaria, disease:pregnancy	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399499	CYP2B6	lumefantrine	disease:malaria, other:pregnancy	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399499	CYP2B6	nevirapine	disease:hiv infectious disease	['nan']	1	0	0	1	1	1	1	1	1	1
rs28399499	CYP2B6	nevirapine	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs28399499	CYP2B6	non-nucleoside reverse transcriptase inhibitors	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399499	CYP2B6	tenofovir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399499	CYP2B6	zidovudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399504	CYP2C19	clopidogrel	disease:acute coronary syndrome	['nan']	0	0	0	0	0	1	0	0	1	0
rs28399504	CYP2C19	clopidogrel	disease:coronary artery disease	['nan']	0	0	1	0	0	0	0	1	0	0
rs28399504	CYP2C19	clopidogrel	disease:myocardial infarction	['nan']	0	0	0	0	0	1	0	0	1	0
rs28399504	CYP2C19	clopidogrel	pk:cyp2c19*17 (rs12248560 t)	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399504	CYP2C19	diazepam	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs28399504	CYP2C19	mephenytoin	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs28399504	CYP2C19	phenytoin	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs28401781	ABCB1	citalopram	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs28401781	ABCB1	fluoxetine	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs28401781	ABCB1	paroxetine	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs28401781	ABCB1	sertraline	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs28404156	BST1	beta blocking agents	other:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs28404156	BST1	selective	other:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	peginterferon alfa-2a	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	peginterferon alfa-2a	disease:hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	peginterferon alfa-2b	disease:hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	peginterferon alfa-2b	disease:hepatitis c virus infection, disease:hiv infectious disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	ribavirin	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	ribavirin	disease:hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs28416813	IFNL3	ribavirin	disease:hepatitis c virus infection, disease:hiv infectious disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs2842030	RGS4	olanzapine	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2842030	RGS4	perphenazine	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2842030	RGS4	risperidone	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2844665	unknown	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs2844665	unknown	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs2844665	unknown	phenytoin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs2846680	KCNJ1	hydrochlorothiazide	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs28470592	ABCC3	drugs for treatment of tuberculosis	other:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs2847153	TYMS	fluorouracil	disease:pancreatic neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs2847153	TYMS	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs2848716	MICA	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs28493229	COQ8B, ITPKC	immunoglobulins	disease:mucocutaneous lymph node syndrome	['nan']	0	0	1	0	1	0	0	1	0	1
rs2849380	BCL2	carboplatin	disease:ovarian neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs2849380	BCL2	docetaxel	disease:ovarian neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs2849380	BCL2	paclitaxel	disease:ovarian neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs28516482	unknown	cisplatin	other:testicular neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853209	ADAM33	corticosteroids	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs2853209	ADAM33	selective beta-2-adrenoreceptor agonists	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs2853539	TYMS	antineoplastic agents	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	0	1	0
rs2853539	TYMS	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	1	0	0
rs2853542	TYMS	capecitabine	disease:rectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853542	TYMS	fluorouracil	disease:rectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853542	TYMS	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	1	0	0
rs2853564	VDR	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853564	VDR	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853564	VDR	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2853741	TYMS	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs2853826	unknown	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs2853826	unknown	lopinavir	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs2853826	unknown	nucleoside and nucleotide reverse transcriptase inhibitors	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs2853826	unknown	ritonavir	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs2854116	APOC3	fenofibrate	disease:hypertriglyceridemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2854116	APOC3	protease inhibitors	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs2854116	APOC3	ritonavir	disease:hiv infectious disease	['nan']	1	0	0	0	0	0	0	0	1	0
rs2854117	APOC3	fenofibrate	disease:hypertriglyceridemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2854117	APOC3	protease inhibitors	general_population	['nan']	0	0	0	0	0	1	0	1	0	0
rs2854117	APOC3	ritonavir	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs2854744	IGFBP3	fluorouracil	disease:stomach neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2854744	IGFBP3	tamoxifen	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2854746	IGFBP3	fluorouracil	disease:stomach neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2857657	CCL2	risperidone	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2858996	HFE	pazopanib	disease:renal cell carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs2859101	HLA-DQB3	irinotecan	general_population	['nan']	0	0	0	0	0	1	0	1	0	0
rs2859228	unknown	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2859229	unknown	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2860840	CYP2C18	escitalopram	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs2860840	CYP2C18	lansoprazole	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2860840	CYP2C18	pantoprazole	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2860840	CYP2C18	sertraline	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs2860840	CYP2C18	voriconazole	other:leukemia, other:lymphoma, other:myelodysplastic syndromes	['nan']	0	0	0	1	0	0	0	1	0	0
rs2860905	CYP2C9	warfarin	general_population	['nan']	0	1	0	0	0	0	0	1	0	0
rs28656907	ABCB1	imatinib	other:gastrointestinal stromal tumors	['nan']	0	0	0	0	1	0	0	0	0	1
rs2868177	POR	acenocoumarol	disease:atrial fibrillation, disease:heart valve replacement, disease:thromboembolism	['nan']	0	0	0	0	1	0	0	0	0	1
rs2868177	POR	tacrolimus	disease:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs2868177	POR	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs286913	EHF	ziprasidone	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2869546	CHRNA3	nicotine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2869950	CHRNB4	nicotine	other:tobacco users	['nan']	0	0	0	0	1	0	0	0	0	1
rs28714259	unknown	anthracyclines and related substances	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs2872507	ORMDL3	fluticasone propionate	disease:asthma	['nan']	0	0	1	0	0	0	0	0	1	0
rs2873804	DBH	bupropion	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs2874116	unknown	cyclosporine	other:psoriasis	['nan']	0	0	1	0	0	0	0	0	1	0
rs2874964	RFXAP	asparaginase	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2874964	RFXAP	pegaspargase	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2874964	RFXAP	prednisone	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2884129	unknown	fentanyl	disease:neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2884129	unknown	morphine	disease:neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2884129	unknown	opioids	disease:neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2884129	unknown	oxycodone	disease:neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs28845026	unknown	anastrozole	disease:breast neoplasms	['nan']	0	0	0	1	0	0	0	0	1	0
rs2884737	VKORC1	acenocoumarol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2884737	VKORC1	warfarin	general_population	['nan']	0	1	1	0	0	1	0	1	1	0
rs2884737	VKORC1	warfarin	other:heart valve replacement	['nan']	0	0	0	0	1	0	0	0	0	1
rs2886059	ALDH1L1	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	0	0	1	0	0	0	0	1
rs2889517	ABCC1	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2889517	ABCC1	doxorubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs28898617	UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9	valproic acid	disease:epilepsy	['nan']	0	0	0	1	0	0	0	0	1	0
rs2891356	unknown	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2891356	unknown	exemestane	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs28929474	SERPINA1	elexacaftor / tezacaftor / ivacaftor	other:cystic fibrosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs28929495	EGFR	afatinib	other:non-small cell lung carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs28933389	BCHE	mivacurium	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28933389	BCHE	succinylcholine	general_population	['nan']	0	0	0	0	1	1	1	0	0	1
rs28933390	BCHE	mivacurium	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs28933390	BCHE	succinylcholine	general_population	['nan']	0	0	0	0	1	1	1	0	1	1
rs28933396	RYR1	enflurane	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs28933396	RYR1	succinylcholine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs28933397	RYR1	desflurane	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs28933397	RYR1	enflurane	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs28933397	RYR1	halothane	general_population	['nan']	1	0	0	0	0	1	0	0	1	0
rs28933397	RYR1	isoflurane	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs28933397	RYR1	sevoflurane	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs28933397	RYR1	succinylcholine	general_population	['nan']	1	0	0	0	0	1	0	0	1	0
rs28935195	GLA	migalastat	other:fabry disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs28935490	GLA	migalastat	other:fabry disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs2894342	MLN	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs2897047	unknown	cytarabine	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs2897047	unknown	idarubicin	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs2898292	GATA4	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2898295	GATA4	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2898950	RRM1	cladribine	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs2898950	RRM1	cytarabine	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs29000568	ADRA2B	clonidine	disease:liver cirrhosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs2900174	PRB2	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2900420	unknown	platinum compounds	disease:lung neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs2900476	SLCO1B1	methotrexate	disease:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs2900478	SLCO1B1	hmg-coa reductase inhibitors	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs2901783	CYP2C18	warfarin	general_population	['nan']	0	1	1	0	0	0	1	0	1	0
rs290487	TCF7L2	repaglinide	disease:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	0	1	0
rs290487	TCF7L2	tacrolimus	disease:liver transplantation	['nan']	0	0	0	0	0	1	0	0	1	0
rs2909451	DPP4	sitagliptin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	1	0	0
rs2910164	MIR146A	asparaginase	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	cyclophosphamide	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	cytarabine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	daunorubicin	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	mercaptopurine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	methotrexate	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	prednisone	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	vincristine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2910164	MIR146A	vincristine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs291028	unknown	selective serotonin reuptake inhibitors	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs2912024	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2912024	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2912024	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2912024	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs291592	DPYD	capecitabine	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs291593	DPYD	capecitabine	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2916205	PGLYRP4	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:psoriasis	['nan']	0	0	1	0	0	0	0	1	0	0
rs2916733	MCPH1	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2916733	MCPH1	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2917670	NQO1	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2917677	NQO1	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2920500	ANGPTL4	antipsychotics	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs292449	NEDD4L	atenolol	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs292449	NEDD4L	hydrochlorothiazide	disease:hypertension	['nan']	0	0	1	0	1	0	0	0	1	1
rs2928607	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928607	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928607	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928607	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928608	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928608	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928608	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928608	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928609	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928609	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928609	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2928609	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2929183	CCKBR	clozapine	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2929183	CCKBR	olanzapine	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2929973	CCN4	platinum compounds	other:lung neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs2932538	MOV10	atenolol	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs2933304	unknown	duloxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs2936519	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2936519	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2936519	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2936519	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs293795	OGG1	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs293795	OGG1	platinum compounds	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs293795	OGG1	radiotherapy	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs293983	ANO3	belimumab	disease:lupus erythematosus	['nan']	0	0	0	0	1	0	0	0	0	1
rs2942857	UGT2B10	cotinine	disease:tobacco use disorder	['nan']	0	0	0	1	0	0	0	1	1	0
rs2942857	UGT2B10	nicotine	disease:tobacco use disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs2942857	UGT2B10	nicotine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2943641	IRS1	drugs used in diabetes	disease:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2943641	unknown	glimepiride	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2943641	unknown	glipizide	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2943641	unknown	glyburide	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs294610	unknown	atenolol	other:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs294610	unknown	metoprolol	other:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs2946834	IGF1	tamoxifen	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2948694	GHSR	ethanol	general_population	['nan']	1	0	0	0	0	0	1	0	0	0
rs295114	SPATS2L	salbutamol	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
