Id	SNP_ID	ACC_NUMBER	ALLELE	SNP_CLASS	CHRPOS	FXN_CLASS	GENE_NAME
17054230	10515746	NC_000005.10	H	snv	5:157109557	upstream_transcript_variant,2KB_upstream_variant	HAVCR2
17060812	17060812	NC_000008.11	Y	snv	8:22371315	intron_variant,genic_upstream_transcript_variant	SLC39A14
17064642	17064642	NC_000008.11	B	snv	8:2069296	synonymous_variant,coding_sequence_variant	MYOM2
17065037	686	NC_000005.10	N	snv	5:175441697	3_prime_UTR_variant	DRD1
17068215	585719	NC_000013.11	H	snv	13:46482264		
17069665	17069665	NC_000006.12	V	snv	6:108620265	intron_variant,genic_upstream_transcript_variant	FOXO3
17070338	6848893	NC_000004.12	B	snv	4:180916588	intron_variant	LOC105377568
17070785	17070785	NC_000008.11	D	snv	8:4610006	intron_variant,genic_upstream_transcript_variant	CSMD1
17080138	17080138	NC_000003.12	Y	snv	3:48372784	coding_sequence_variant,intron_variant,missense_variant	FBXW12
17084962	563649	NC_000006.12	N	snv	6:154086832	genic_upstream_transcript_variant,intron_variant,5_prime_UTR_variant,genic_downstream_transcript_variant	OPRM1
17091162	17091162	NC_000014.9	M	snv	14:94622895	intron_variant	SERPINA3
17091259	1801253	NC_000010.11	V	snv	10:114045297	missense_variant,coding_sequence_variant	ADRB1
17096956	3733694	NC_000005.10	V	snv	5:141178947	missense_variant,coding_sequence_variant	PCDHB8
17098707	2230345	NC_000010.11	W	snv	10:119326585	5_prime_UTR_variant,missense_variant,intron_variant,coding_sequence_variant	GRK5
17102834	3890011	NC_000001.11	B	snv	1:46933071	intron_variant	CYP4A11
17102977	17102977	NC_000001.11	R	snv	1:47029933	intron_variant	CYP4X1
17103561	568910	NC_000011.10	N	snv	11:105033843	intron_variant	CASP1,LOC124902742
17109924	17109924	NC_000012.12	Y	snv	12:71584007	2KB_upstream_variant,missense_variant,upstream_transcript_variant,intron_variant,coding_sequence_variant	LGR5,LOC124902963
17110176	1998591	NC_000010.11	R	snv	10:94648221		
17110268	1799853	NC_000010.11	H	snv	10:94942290	missense_variant,coding_sequence_variant	CYP2C9
17110346	4918758	NC_000010.11	N	snv	10:94937495	2KB_upstream_variant,upstream_transcript_variant	CYP2C9
17111584	17111584	NC_000001.11	Y	snv	1:55081023	intron_variant,genic_downstream_transcript_variant	USP24
17115138	743572	NC_000010.11	D	snv	10:102837395	5_prime_UTR_variant	CYP17A1
17115505	6279	NC_000011.10	V	snv	11:113410351	3_prime_UTR_variant	DRD2
17115519	2734841	NC_000011.10	N	snv	11:113411054	intron_variant	DRD2
17115521	1124491	NC_000011.10	N	snv	11:113411368	intron_variant	DRD2
17115547	6275	NC_000011.10	N	snv	11:113412755	coding_sequence_variant,synonymous_variant,missense_variant	DRD2
17116132	1176744	NC_000011.10	N	snv	11:113932306	coding_sequence_variant,missense_variant	HTR3B
17116825	1801159	NC_000001.11	N	snv	1:97515839	coding_sequence_variant,missense_variant,intron_variant,genic_downstream_transcript_variant	DPYD
17117817	17117817	NC_000012.12	K	snv	12:55629199		
17120026	964184	NC_000011.10	S	snv	11:116778201	3_prime_UTR_variant,genic_downstream_transcript_variant	ZPR1
17125234	4643	NC_000001.11	H	snv	1:63659768	3_prime_UTR_variant	PGM1
17126068	17126068	NC_000014.9	R	snv	14:53033179		
17126586	1208	NC_000008.11	N	snv	8:18400806	missense_variant,coding_sequence_variant	NAT2
17128809	17128809	NC_000001.11	W	snv	1:66335322	intron_variant,genic_upstream_transcript_variant	PDE4B
17129858	17129858	NC_000010.11	Y	snv	10:112554110	intron_variant,genic_downstream_transcript_variant	VTI1A
17130174	4132670	NC_000010.11	N	snv	10:113008012	genic_upstream_transcript_variant,intron_variant	TCF7L2
17135259	2227684	NC_000007.14	D	snv	7:101133650	intron_variant	SERPINE1
17135437	17135437	NC_000007.14	Y	snv	7:101472713	intron_variant	COL26A1
17137606	2066853	NC_000007.14	R	snv	7:17339486	coding_sequence_variant,missense_variant	AHR
17137967	17137967	NC_000011.10	Y	snv	11:128847623	genic_upstream_transcript_variant,intron_variant	KCNJ1
17138911	40239	NC_000007.14	R	snv	7:116677823	intron_variant,genic_upstream_transcript_variant	MET,COMETT
17141858	9886152	NC_000007.14	B	snv	7:19729117	intron_variant	TMEM196,LOC107986774
17143212	17143212	NC_000007.14	H	snv	7:20643261	genic_upstream_transcript_variant,missense_variant,coding_sequence_variant	ABCB5
17146621	3100	NC_000004.12	N	snv	4:68646936	3_prime_UTR_variant	UGT2B15
17146623	3100	NC_000004.12	N	snv	4:68646936	3_prime_UTR_variant	UGT2B15
17146902	1841042	NC_000004.12	R	snv	4:68830100	intron_variant	UGT2B10
17149694	2229107	NC_000007.14	N	snv	7:87509343	coding_sequence_variant,missense_variant	ABCB1
17149713	2235067	NC_000007.14	N	snv	7:87520606	intron_variant	ABCB1
17153729	3735814	NC_000008.11	N	snv	8:11749887	intron_variant	GATA4
17161010	1468412	NC_000007.14	W	snv	7:86804135	intron_variant,2KB_upstream_variant,upstream_transcript_variant,genic_downstream_transcript_variant	GRM3,LOC105375382
17161788	17161788	NC_000007.14	Y	snv	7:99648286	non_coding_transcript_variant,3_prime_UTR_variant,downstream_transcript_variant,genic_downstream_transcript_variant,intron_variant	CYP3A5,ZSCAN25
17161789	15524	NC_000007.14	N	snv	7:99648291	non_coding_transcript_variant,genic_downstream_transcript_variant,intron_variant,3_prime_UTR_variant,downstream_transcript_variant	CYP3A5,ZSCAN25
17161804	2242480	NC_000007.14	Y	snv	7:99763843	intron_variant	CYP3A4
17161901	2687116	NC_000007.14	N	snv	7:99768320	intron_variant	CYP3A4
17173507	1805128	NC_000021.9	Y	snv	21:34449382	coding_sequence_variant,missense_variant	KCNE1
17173672	1799983	NC_000007.14	D	snv	7:150999023	coding_sequence_variant,missense_variant	NOS3
17174642	1799972	NC_000006.12	N	snv	6:154039561	non_coding_transcript_variant,genic_upstream_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	OPRM1
17174649	510769	NC_000006.12	N	snv	6:154040884	genic_upstream_transcript_variant,intron_variant	OPRM1
17174694	3778150	NC_000006.12	Y	snv	6:154062523	genic_upstream_transcript_variant,intron_variant	OPRM1
17174715	589046	NC_000006.12	N	snv	6:154072003	genic_upstream_transcript_variant,intron_variant	OPRM1
17174808	9479757	NC_000006.12	R	snv	6:154090209	genic_downstream_transcript_variant,downstream_transcript_variant,intron_variant	OPRM1
17174815	2075572	NC_000006.12	B	snv	6:154090869	intron_variant,genic_downstream_transcript_variant	OPRM1
17174843	10485057	NC_000006.12	R	snv	6:154092120	genic_downstream_transcript_variant,downstream_transcript_variant,intron_variant	OPRM1
17174906	648893	NC_000006.12	R	snv	6:154117494	intron_variant,genic_downstream_transcript_variant	OPRM1
17178651	1633021	NC_000006.12	N	snv	6:29779092		
17179108	17179108	NC_000006.12	Y	snv	6:29830865	3_prime_UTR_variant,downstream_transcript_variant,genic_downstream_transcript_variant	HLA-G
17180299	17180299	NC_000009.12	R	snv	9:80329287		
17181010	6912029	NC_000006.12	K	snv	6:154039373	upstream_transcript_variant,coding_sequence_variant,intron_variant,genic_upstream_transcript_variant,missense_variant,5_prime_UTR_variant	OPRM1
17181017	1799971	NC_000006.12	R	snv	6:154039662	non_coding_transcript_variant,genic_upstream_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	OPRM1
17181031	12209447	NC_000006.12	Y	snv	6:154039913	intron_variant,genic_upstream_transcript_variant	OPRM1
17181101	1381376	NC_000006.12	N	snv	6:154072123	genic_upstream_transcript_variant,intron_variant	OPRM1
17181122	3778151	NC_000006.12	Y	snv	6:154072545	genic_upstream_transcript_variant,intron_variant	OPRM1
17181366	671531	NC_000006.12	N	snv	6:154119607	non_coding_transcript_variant,3_prime_UTR_variant,intron_variant,genic_downstream_transcript_variant	OPRM1
17181464	2234711	NC_000006.12	N	snv	6:137219383	genic_upstream_transcript_variant,5_prime_UTR_variant,upstream_transcript_variant	IFNGR1
17183699	1521470	NC_000007.14	N	snv	7:45607253	intron_variant	ADCY1
17183814	17183814	NC_000002.12	R	snv	2:165295879	missense_variant,coding_sequence_variant	SCN2A
17184038	2230739	NC_000016.10	N	snv	16:3983435	coding_sequence_variant,synonymous_variant,missense_variant	ADCY9
17185496	1063320	NC_000006.12	N	snv	6:29830972	downstream_transcript_variant,3_prime_UTR_variant,genic_downstream_transcript_variant	HLA-G
17185503	9380142	NC_000006.12	R	snv	6:29831017	genic_downstream_transcript_variant,downstream_transcript_variant,3_prime_UTR_variant	HLA-G
17186150	10494227	NC_000001.11	R	snv	1:119594822		
17187020	2960436	NC_000007.14	R	snv	7:45937683		
17189267	9262143	NC_000006.12	B	snv	6:30685004	coding_sequence_variant,missense_variant	PPP1R18
17189278	9516519	NC_000013.11	N	snv	13:95020203	genic_downstream_transcript_variant,3_prime_UTR_variant	ABCC4
17189374	2207418	NC_000020.11	N	snv	20:11194255		
17189632	17189632	NC_000009.12	D	snv	9:101605720	intron_variant,genic_downstream_transcript_variant	GRIN3A
17190148	3873352	NC_000006.12	N	snv	6:31054336	non_coding_transcript_variant	HCG22
17190659	746647	NC_000006.12	N	snv	6:31146405	intron_variant	CCHCR1
17190748	1042640	NC_000002.12	N	snv	2:233772898	3_prime_UTR_variant	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3
17191898	4364871	NC_000001.11	B	snv	1:41003732	intron_variant,genic_downstream_transcript_variant	CTPS1
17193210	10504361	NC_000008.11	R	snv	8:62972541	3_prime_UTR_variant,intron_variant,genic_downstream_transcript_variant	NKAIN3
17194378	17194378	NC_000003.12	N	snv	3:2423407	genic_upstream_transcript_variant,intron_variant	CNTN4
17195355	1264457	NC_000006.12	N	snv	6:30490287	missense_variant,coding_sequence_variant	HLA-E
17199163	1967309	NC_000016.10	N	snv	16:4015582	intron_variant	ADCY9
17200501	3130907	NC_000006.12	D	snv	6:31464036	non_coding_transcript_variant	HCP5
17202481	628031	NC_000006.12	V	snv	6:160139813	missense_variant,coding_sequence_variant	SLC22A1
17202844	622342	NC_000006.12	V	snv	6:160151834	intron_variant	SLC22A1
17204037	2894342	NC_000006.12	N	snv	6:33806617		
17204214	11052877	NC_000012.12	R	snv	12:9753094	3_prime_UTR_variant	CD69
17204473	6787801	NC_000003.12	V	snv	3:151381953	intron_variant,genic_downstream_transcript_variant,genic_upstream_transcript_variant	P2RY12,MED12L
17205745	246221	NC_000016.10	B	snv	16:16044465	coding_sequence_variant,synonymous_variant	ABCC1
17207141	1799964	NC_000006.12	Y	snv	6:31574531	2KB_upstream_variant,downstream_transcript_variant,500B_downstream_variant,upstream_transcript_variant	LTA,TNF,LOC100287329
17207260	10885	NC_000006.12	Y	snv	6:31636814	missense_variant,intron_variant,coding_sequence_variant	PRRC2A
17208058	9340799	NC_000006.12	R	snv	6:151842246	genic_upstream_transcript_variant,intron_variant	ESR1
17209086	524731	NC_000006.12	M	snv	6:154053957	genic_upstream_transcript_variant,intron_variant	OPRM1
17209244	6198	NC_000005.10	Y	snv	5:143278056	non_coding_transcript_variant,genic_downstream_transcript_variant,3_prime_UTR_variant	NR3C1
17209310	3823010	NC_000006.12	R	snv	6:154058017	genic_upstream_transcript_variant,intron_variant	OPRM1
17209536	1381376	NC_000006.12	N	snv	6:154072123	genic_upstream_transcript_variant,intron_variant	OPRM1
17209968	2235048	NC_000007.14	N	snv	7:87509195	intron_variant	ABCB1
17210003	1045642	NC_000007.14	N	snv	7:87509329	coding_sequence_variant,missense_variant,synonymous_variant	ABCB1
17210094	2075572	NC_000006.12	B	snv	6:154090869	intron_variant,genic_downstream_transcript_variant	OPRM1
17210557	11030918	NC_000011.10	H	snv	11:4094257	upstream_transcript_variant,2KB_upstream_variant	RRM1
17210646	4148738	NC_000007.14	N	snv	7:87533733	intron_variant	ABCB1
17210748	183484	NC_000011.10	N	snv	11:4119902	stop_gained,5_prime_UTR_variant,synonymous_variant,missense_variant,coding_sequence_variant	RRM1
17210912	9936750	NC_000016.10	Y	snv	16:55137962		
17210996	10485058	NC_000006.12	R	snv	6:154124080	genic_downstream_transcript_variant,intron_variant,non_coding_transcript_variant,3_prime_UTR_variant	OPRM1
17211071	17211071	NC_000006.12	D	snv	6:32589759	5_prime_UTR_variant	HLA-DRB1
17213183	2859101	NC_000006.12	N	snv	6:32731665		
17215259	1059288	NC_000006.12	N	snv	6:33299895	genic_downstream_transcript_variant,upstream_transcript_variant,3_prime_UTR_variant,genic_upstream_transcript_variant,5_prime_UTR_variant	RGL2,TAPBP
17215647	1060896	NC_000015.10	V	snv	15:45262069	missense_variant,coding_sequence_variant,intron_variant	SLC28A2,SLC28A2-AS1
17215661	11854484	NC_000015.10	N	snv	15:45253280	intron_variant,missense_variant,coding_sequence_variant	SLC28A2,SLC28A2-AS1
17216003	2242046	NC_000015.10	N	snv	15:84935498	genic_downstream_transcript_variant,downstream_transcript_variant,coding_sequence_variant,missense_variant,intron_variant	SLC28A1
17216163	717620	NC_000010.11	N	snv	10:99782821	5_prime_UTR_variant,genic_upstream_transcript_variant,non_coding_transcript_variant	ABCC2
17216177	17216177	NC_000010.11	Y	snv	10:99843765	intron_variant,genic_downstream_transcript_variant	ABCC2
17216184	2273697	NC_000010.11	R	snv	10:99804058	missense_variant,non_coding_transcript_variant,coding_sequence_variant	ABCC2
17216198	17216198	NC_000010.11	Y	snv	10:99804028	synonymous_variant,coding_sequence_variant,non_coding_transcript_variant	ABCC2
17216219	8187706	NC_000010.11	V	snv	10:99850698	genic_downstream_transcript_variant,coding_sequence_variant,synonymous_variant,missense_variant	ABCC2
17216261	1885301	NC_000010.11	R	snv	10:99781296	upstream_transcript_variant,2KB_upstream_variant	ABCC2
17216289	7899457	NC_000010.11	Y	snv	10:99845746	genic_downstream_transcript_variant,coding_sequence_variant,synonymous_variant,non_coding_transcript_variant	ABCC2
17216303	3740066	NC_000010.11	B	snv	10:99844450	genic_downstream_transcript_variant,synonymous_variant,non_coding_transcript_variant,missense_variant,coding_sequence_variant	ABCC2
17216317	17216317	NC_000010.11	Y	snv	10:99844350	genic_downstream_transcript_variant,downstream_transcript_variant,coding_sequence_variant,missense_variant,non_coding_transcript_variant	ABCC2
17217146	212087	NC_000016.10	R	snv	16:16136433	intron_variant	ABCC1
17217301	212090	NC_000016.10	W	snv	16:16142147	3_prime_UTR_variant	ABCC1
17217883	11795343	NC_000009.12	Y	snv	9:32523739	intron_variant	DDX58
17218094	4148579	NC_000003.12	N	snv	3:183967461	intron_variant,genic_downstream_transcript_variant	ABCC5
17218204	939338	NC_000003.12	N	snv	3:183986280	intron_variant	ABCC5
17218232	3749438	NC_000003.12	D	snv	3:183987396	intron_variant	ABCC5
17219323	2647087	NC_000006.12	M	snv	6:32713272		
17220215	1806201	NC_000012.12	V	snv	12:13564574	synonymous_variant,coding_sequence_variant	GRIN2B
17221122	1042136	NC_000006.12	N	snv	6:33080851	2KB_upstream_variant,missense_variant,coding_sequence_variant,upstream_transcript_variant	HLA-DPA1,HLA-DPB1
17221143	1042151	NC_000006.12	R	snv	6:33080884	2KB_upstream_variant,missense_variant,coding_sequence_variant,upstream_transcript_variant	HLA-DPA1,HLA-DPB1
17221155	77905	NC_000009.12	N	snv	9:133652975	synonymous_variant,coding_sequence_variant	DBH
17221641	2066844	NC_000016.10	Y	snv	16:50712015	coding_sequence_variant,missense_variant,non_coding_transcript_variant	NOD2
17221681	2071888	NC_000006.12	V	snv	6:33305078	missense_variant,coding_sequence_variant	TAPBP
17221791	1137617	NC_000007.14	N	snv	7:150951110	stop_gained,coding_sequence_variant,synonymous_variant	KCNH2
17222568	8187710	NC_000010.11	R	snv	10:99851537	genic_downstream_transcript_variant,coding_sequence_variant,missense_variant	ABCC2
17222702	8187692	NC_000010.11	D	snv	10:99836218	genic_downstream_transcript_variant,coding_sequence_variant,missense_variant,non_coding_transcript_variant	ABCC2
17222723	17222723	NC_000010.11	W	snv	10:99836239	non_coding_transcript_variant,coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	ABCC2
17222884	4769060	NC_000013.11	D	snv	13:30763740	intron_variant	ALOX5AP
17223434	880054	NC_000012.12	N	snv	12:879392	intron_variant	WNK1
17224885	4638843	NC_000002.12	V	snv	2:47476888	intron_variant	MSH2
17226328	734644	NC_000004.12	H	snv	4:61935010	missense_variant,coding_sequence_variant,synonymous_variant	ADGRL3
17228570	20572	NC_000021.9	N	snv	21:36072675	3_prime_UTR_variant,intron_variant,coding_sequence_variant,synonymous_variant	CBR1,CBR1-AS1
17228577	9024	NC_000021.9	N	snv	21:36073015	3_prime_UTR_variant,intron_variant	CBR1,CBR1-AS1
17229923	6517442	NC_000021.9	B	snv	21:37917643	2KB_upstream_variant,upstream_transcript_variant	KCNJ6
17230143	4713916	NC_000006.12	N	snv	6:35702206	genic_upstream_transcript_variant,intron_variant	FKBP5
17230455	275651	NC_000003.12	W	snv	3:148697100	upstream_transcript_variant,2KB_upstream_variant	AGTR1
17231259	5182	NC_000003.12	B	snv	3:148741608	synonymous_variant,coding_sequence_variant	AGTR1
17231380	5186	NC_000003.12	M	snv	3:148742201	3_prime_UTR_variant	AGTR1
17231735	12418	NC_000010.11	R	snv	10:72013256	3_prime_UTR_variant	CHST3
17231896	5882	NC_000016.10	V	snv	16:56982180	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	CETP
17233526	2165870	NC_000001.11	V	snv	1:239622120	intron_variant,genic_upstream_transcript_variant	CHRM3,LOC105373225
17234901	1059751	NC_000013.11	N	snv	13:95020696	3_prime_UTR_variant,genic_downstream_transcript_variant	ABCC4
17234915	9561765	NC_000013.11	R	snv	13:95030989	intron_variant,genic_downstream_transcript_variant	ABCC4
17235040	3765534	NC_000013.11	H	snv	13:95163161	missense_variant,stop_gained,coding_sequence_variant	ABCC4
17236203	877087	NC_000015.10	B	snv	15:33582074	intron_variant	RYR3
17236716	4344	NC_000017.11	V	snv	17:63489363	intron_variant	ACE
17236744	4359	NC_000017.11	H	snv	17:63494982	intron_variant	ACE
17237176	2640543	NC_000003.12	N	snv	3:148714582	intron_variant	AGTR1
17237787	4774388	NC_000015.10	Y	snv	15:61174799	intron_variant,genic_upstream_transcript_variant	RORA
17237876	4783961	NC_000016.10	R	snv	16:56960982	upstream_transcript_variant,2KB_upstream_variant	CETP
17237904	708272	NC_000016.10	N	snv	16:56962376	intron_variant	CETP
17238065	1532624	NC_000016.10	N	snv	16:56971567	intron_variant	CETP
17238505	3846662	NC_000005.10	N	snv	5:75355259	intron_variant	HMGCR
17238540	17238540	NC_000005.10	K	snv	5:75359673	intron_variant	HMGCR
17239011	4769060	NC_000013.11	D	snv	13:30763740	intron_variant	ALOX5AP
17239188	651630	NC_000003.12	R	snv	3:125092470	intron_variant	SLC12A8
17240681	679899	NC_000002.12	R	snv	2:21028042	coding_sequence_variant,missense_variant	APOB
17240903	676210	NC_000002.12	D	snv	2:21008652	coding_sequence_variant,missense_variant	APOB
17241090	1801282	NC_000003.12	N	snv	3:12351626	coding_sequence_variant,intron_variant,missense_variant	PPARG
17241555	3856806	NC_000003.12	Y	snv	3:12434058	3_prime_UTR_variant,genic_downstream_transcript_variant,coding_sequence_variant,synonymous_variant	PPARG
17242080	4253728	NC_000022.11	R	snv	22:46214170	intron_variant	PPARA
17242360	6511720	NC_000019.10	K	snv	19:11091630	upstream_transcript_variant,intron_variant,2KB_upstream_variant	LDLR,LDLR-AS1
17242555	5925	NC_000019.10	Y	snv	19:11120205	synonymous_variant,coding_sequence_variant,3_prime_UTR_variant	LDLR
17242656	14158	NC_000019.10	N	snv	19:11131368	genic_downstream_transcript_variant,3_prime_UTR_variant	LDLR
17244076	2813543	NC_000006.12	N	snv	6:152103343	intron_variant,genic_downstream_transcript_variant,downstream_transcript_variant	ESR1
17244161	2030324	NC_000011.10	N	snv	11:27705368	intron_variant,genic_upstream_transcript_variant	BDNF
17244168	11030119	NC_000011.10	D	snv	11:27706555	genic_upstream_transcript_variant,intron_variant	BDNF
17244841	17244841	NC_000005.10	W	snv	5:75347030	intron_variant	HMGCR
17245727	1954787	NC_000011.10	Y	snv	11:120792654	intron_variant,genic_upstream_transcript_variant	GRIK4
17246167	1864183	NC_000005.10	Y	snv	5:82253397	missense_variant,coding_sequence_variant	ATG10
17246278	2669429	NC_000008.11	N	snv	8:104451462	intron_variant	DPYS
17246849	1367117	NC_000002.12	V	snv	2:21041028	coding_sequence_variant,missense_variant	APOB
17247291	1801701	NC_000002.12	N	snv	2:21005955	coding_sequence_variant,missense_variant	APOB
17248110	135543	NC_000022.11	N	snv	22:46159422	intron_variant,genic_upstream_transcript_variant	PPARA
17248629	4253778	NC_000022.11	B	snv	22:46234737	genic_downstream_transcript_variant,intron_variant	PPARA
17249050	2738466	NC_000019.10	N	snv	19:11132089	genic_downstream_transcript_variant,3_prime_UTR_variant	LDLR
17249072	3789243	NC_000007.14	N	snv	7:87591570	intron_variant	ABCB1
17249446	3213619	NC_000007.14	R	snv	7:87600877	5_prime_UTR_variant,intron_variant	ABCB1
17250932	17250932	NC_000017.11	Y	snv	17:47731941	2KB_upstream_variant,upstream_transcript_variant	TBX21
17251242	2854117	NC_000011.10	N	snv	11:116829426	upstream_transcript_variant,2KB_upstream_variant	APOC3
17251249	2854116	NC_000011.10	Y	snv	11:116829453	upstream_transcript_variant,2KB_upstream_variant	APOC3
17252074	2227631	NC_000007.14	R	snv	7:101126257	2KB_upstream_variant,upstream_transcript_variant	SERPINE1
17252491	4533622	NC_000003.12	H	snv	3:41200847	5_prime_UTR_variant,intron_variant,genic_upstream_transcript_variant	CTNNB1
17256060	179008	NC_000023.11	H	snv	X:12885540	missense_variant,coding_sequence_variant	TLR7
17257817	5128	NC_000011.10	V	snv	11:116832924	3_prime_UTR_variant	APOC3
17259428	502434	NC_000023.11	B	snv	X:123403426	genic_downstream_transcript_variant,missense_variant,synonymous_variant,coding_sequence_variant	GRIA3
17259726	9200	NC_000005.10	N	snv	5:41142504	intron_variant,3_prime_UTR_variant	C6,LOC105374739
17260537	498207	NC_000023.11	R	snv	X:114583649	upstream_transcript_variant,2KB_upstream_variant	HTR2C
17260544	3813928	NC_000023.11	R	snv	X:114583809	upstream_transcript_variant,2KB_upstream_variant	HTR2C
17260579	9698290	NC_000023.11	H	snv	X:114638137	upstream_transcript_variant,intron_variant,2KB_upstream_variant	HTR2C,MIR764
17261091	2116971	NC_000016.10	N	snv	16:82632534	genic_upstream_transcript_variant,intron_variant	CDH13
17263686	2742390	NC_000003.12	R	snv	3:45715230	intron_variant	SACM1L
17264164	6927172	NC_000006.12	N	snv	6:137681038		
17264339	1049353	NC_000006.12	N	snv	6:88143916	synonymous_variant,coding_sequence_variant	CNR1
17264367	6920220	NC_000006.12	R	snv	6:137685367		
17264542	4781712	NC_000016.10	D	snv	16:16009375	intron_variant	ABCC1
17264736	17264736	NC_000016.10	K	snv	16:16022699	intron_variant	ABCC1
17264945	3784864	NC_000016.10	R	snv	16:16031468	intron_variant	ABCC1
17268282	17268282	NC_000013.11	K	snv	13:95273060	intron_variant,genic_upstream_transcript_variant	ABCC4
17272415	10405238	NC_000019.10	B	snv	19:36997153	missense_variant,genic_downstream_transcript_variant,coding_sequence_variant	ZNF568
17273665	130058	NC_000006.12	N	snv	6:77463564	upstream_transcript_variant,2KB_upstream_variant,genic_upstream_transcript_variant,intron_variant,5_prime_UTR_variant	HTR1B,LOC105377864
17275186	3778148	NC_000006.12	K	snv	6:154059877	genic_upstream_transcript_variant,intron_variant	OPRM1
17275270	3778150	NC_000006.12	Y	snv	6:154062523	genic_upstream_transcript_variant,intron_variant	OPRM1
17276475	609148	NC_000006.12	D	snv	6:154109880	intron_variant,genic_downstream_transcript_variant	OPRM1
17276510	12720067	NC_000007.14	N	snv	7:87540040	intron_variant	ABCB1
17276907	1128503	NC_000007.14	N	snv	7:87550285	coding_sequence_variant,synonymous_variant	ABCB1
17276921	2229109	NC_000007.14	H	snv	7:87550493	coding_sequence_variant,missense_variant	ABCB1
17276942	10276036	NC_000007.14	H	snv	7:87550882	intron_variant	ABCB1
17280267	4897302	NC_000006.12	Y	snv	6:123565086	genic_downstream_transcript_variant,intron_variant	TRDN,LOC105377982
17280819	1799836	NC_000023.11	H	snv	X:43768752	intron_variant	MAOB
17281504	187238	NC_000011.10	V	snv	11:112164265	upstream_transcript_variant,2KB_upstream_variant	IL18
17283714	8133052	NC_000021.9	V	snv	21:36135203	intron_variant,coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	CBR3,CBR3-AS1
17284137	1126535	NC_000023.11	B	snv	X:136648396	synonymous_variant,missense_variant,coding_sequence_variant	CD40LG
17284176	2075685	NC_000005.10	D	snv	5:83076846	2KB_upstream_variant,upstream_transcript_variant,intron_variant	XRCC4,TMEM167A
17284913	9933632	NC_000016.10	K	snv	16:49906847		
17285142	13181	NC_000019.10	N	snv	19:45351661	downstream_transcript_variant,missense_variant,genic_downstream_transcript_variant,non_coding_transcript_variant,500B_downstream_variant,stop_gained,coding_sequence_variant	ERCC2,KLC3
17285183	1052555	NC_000019.10	N	snv	19:45352266	missense_variant,genic_downstream_transcript_variant,non_coding_transcript_variant,synonymous_variant,coding_sequence_variant	ERCC2
17285882	11615	NC_000019.10	N	snv	19:45420395	missense_variant,synonymous_variant,coding_sequence_variant	ERCC1
17286555	6589386	NC_000011.10	B	snv	11:113573031		
17286591	2003569	NC_000002.12	V	snv	2:233759291	upstream_transcript_variant,2KB_upstream_variant,intron_variant	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3
17286902	6314	NC_000013.11	R	snv	13:46834899	missense_variant,coding_sequence_variant	HTR2A
17287397	1042717	NC_000005.10	V	snv	5:148827083	synonymous_variant,coding_sequence_variant	ADRB2
17287411	1042714	NC_000005.10	N	snv	5:148826910	stop_gained,missense_variant,coding_sequence_variant	ADRB2
17287418	2053044	NC_000005.10	N	snv	5:148825809	2KB_upstream_variant,upstream_transcript_variant	ADRB2
17287425	1042718	NC_000005.10	N	snv	5:148827354	synonymous_variant,missense_variant,coding_sequence_variant	ADRB2
17287432	1042713	NC_000005.10	V	snv	5:148826877	missense_variant,coding_sequence_variant	ADRB2
17287446	2053044	NC_000005.10	N	snv	5:148825809	2KB_upstream_variant,upstream_transcript_variant	ADRB2
17287474	1042714	NC_000005.10	N	snv	5:148826910	stop_gained,missense_variant,coding_sequence_variant	ADRB2
17287481	1042717	NC_000005.10	V	snv	5:148827083	synonymous_variant,coding_sequence_variant	ADRB2
17287570	17287570	NC_000016.10	M	snv	16:16061246	intron_variant	ABCC1
17287836	10511905	NC_000009.12	R	snv	9:32348026	intron_variant,genic_upstream_transcript_variant	LOC107987059
17288723	17288723	NC_000013.11	Y	snv	13:46883558	intron_variant	HTR2A
17288811	7583431	NC_000002.12	M	snv	2:175057654		
17288843	4948496	NC_000010.11	H	snv	10:62045858	intron_variant,genic_upstream_transcript_variant	ARID5B
17288931	712829	NC_000007.14	B	snv	7:55019062	5_prime_UTR_variant,upstream_transcript_variant,2KB_upstream_variant,genic_upstream_transcript_variant	EGFR,LOC105375284
17288938	712830	NC_000007.14	N	snv	7:55019087	5_prime_UTR_variant,upstream_transcript_variant,2KB_upstream_variant,genic_upstream_transcript_variant	EGFR,LOC105375284
17289322	917881	NC_000007.14	D	snv	7:55094612	intron_variant,upstream_transcript_variant,genic_upstream_transcript_variant	EGFR
17289471	17289471	NC_000008.11	Y	snv	8:122883055	intron_variant	ZHX2
17289679	2072454	NC_000007.14	N	snv	7:55146655	coding_sequence_variant,intron_variant,missense_variant,synonymous_variant	EGFR
17289682	1499821	NC_000003.12	N	snv	3:171006940	intron_variant	SLC2A2
