Chemical_ID;Chemical;Entity1_type;Variant_ID;Variant;Entity2_type;LADME
PA449412;DOXORUBICIN;CHEMICAL;PA166155991;rs1143663;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166156002;rs2835285;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166156009;rs4987121;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166156011;rs8133052;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156017;rs41557318;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166156080;rs1883112;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156140;rs13058338;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156345;rs2228001;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156544;rs2231142;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156940;rs714368;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156941;rs723685;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166156979;rs1143684;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157094;rs3957357;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157112;rs6907567;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157179;rs12210538;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157303;rs1799983;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157316;rs2032582;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157325;rs2070744;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157334;rs2229109;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157385;rs4148737;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157691;rs141059755;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157783;rs6151031;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166157790;rs7853758;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166161794;rs1043657;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166170186;rs35575889;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166170188;rs34186955;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166180286;rs1801516;VARIANT;PD
PA449412;DOXORUBICIN;CHEMICAL;PA166285621;rs12283870;VARIANT;
PA449412;DOXORUBICIN;CHEMICAL;PA166353341;rs11140490;VARIANT;
PA451483;SPIRONOLACTONE;CHEMICAL;PA166153623;rs1126742;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166153977;rs1801253;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166155147;rs4343;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166155187;rs1799752;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166156480;rs4961;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166156748;rs1042713;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166157303;rs1799983;VARIANT;PD
PA451483;SPIRONOLACTONE;CHEMICAL;PA166184563;rs3890011;VARIANT;PD
PA166131581;DALCETRAPIB;CHEMICAL;PA166155024;rs1967309;VARIANT;PD
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166157927;CYP2D6 poor metabolizer;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179692;rs776817009;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179693;rs767263838;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179694;rs762151655;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179695;rs757573592;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179696;rs750575779;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179697;rs553050853;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179698;rs751527244;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179699;rs1293732453;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166179700;rs1328799050;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166195561;rs184199168;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166195562;rs72732317;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166195563;rs62435418;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166195564;rs79983226;VARIANT;
PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;PA166195565;rs9384825;VARIANT;
PA451776;TRIGLYCERIDES;CHEMICAL;PA166154837;rs10046;VARIANT;
PA451776;TRIGLYCERIDES;CHEMICAL;PA166154884;rs2289105;VARIANT;
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166153657;rs1886629;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166153695;rs2297480;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166153825;rs11264359;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166153985;rs1934951;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166154129;rs11189381;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166154701;rs1678387;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166154936;rs12903202;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166155329;rs17751934;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166155587;rs16944;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166155769;rs7588295;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166156462;rs17024608;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166157121;rs7740004;VARIANT;PD
PA164712563;BISPHOSPHONATES;CHEMICAL;PA166256641;rs2736308;VARIANT;PD
PA451955;ZILEUTON;CHEMICAL;PA166161141;rs12436663;VARIANT;PD
PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PA166170338;rs652888;VARIANT;PD
PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PA166170340;rs199564443;VARIANT;PD
PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PA166170341;rs1071816;VARIANT;PD
PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PA166170342;rs111618861;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154259;rs6265;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154340;rs1800532;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154478;rs61888800;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154579;rs4149056;VARIANT;
PA449673;FLUOXETINE;CHEMICAL;PA166154673;rs6311;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154675;rs6313;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166154726;rs7997012;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166155159;rs25531;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166155163;rs242941;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166155187;rs1799752;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156287;rs334558;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156558;rs2433320;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156708;rs6295;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156716;rs153549;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156717;rs153560;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166156736;rs495794;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157104;rs4713916;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157302;rs1799889;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157316;rs2032582;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157329;rs2227631;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157386;rs4148739;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157485;rs28401781;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166157927;CYP2D6 poor metabolizer;VARIANT;
PA449673;FLUOXETINE;CHEMICAL;PA166158926;rs57098334;VARIANT;PD
PA449673;FLUOXETINE;CHEMICAL;PA166163186;rs9361233;VARIANT;PD
PA448031;ACETYLCHOLINE;CHEMICAL;PA166155187;rs1799752;VARIANT;PD
PA165948902;BOCEPREVIR;CHEMICAL;PA166155468;rs12979860;VARIANT;PD
PA165948902;BOCEPREVIR;CHEMICAL;PA166190881;rs11322783;VARIANT;
PA164749649;DICLOXACILLIN;CHEMICAL;PA166157284;rs1045642;VARIANT;
PA164749649;DICLOXACILLIN;CHEMICAL;PA166157316;rs2032582;VARIANT;
PA166179849;AVATROMBOPAG;CHEMICAL;PA166153554;rs6025;VARIANT;
PA166179849;AVATROMBOPAG;CHEMICAL;PA166154336;rs1799963;VARIANT;
PA449027;CLADRIBINE;CHEMICAL;PA166153937;rs201045130;VARIANT;
PA449027;CLADRIBINE;CHEMICAL;PA166153938;rs370457585;VARIANT;
PA449027;CLADRIBINE;CHEMICAL;PA166153939;rs374150125;VARIANT;
PA449027;CLADRIBINE;CHEMICAL;PA166154310;rs1042919;VARIANT;PD
PA449027;CLADRIBINE;CHEMICAL;PA166154332;rs1561876;VARIANT;PD
PA449027;CLADRIBINE;CHEMICAL;PA166154392;rs2898950;VARIANT;PD
PA449027;CLADRIBINE;CHEMICAL;PA166155627;rs1130609;VARIANT;PD
PA449027;CLADRIBINE;CHEMICAL;PA166155740;rs5030743;VARIANT;PD
PA449027;CLADRIBINE;CHEMICAL;PA166157554;rs1265138;VARIANT;PD
PA164742949;PRAMIPEXOLE;CHEMICAL;PA166156277;rs6280;VARIANT;PD
PA131548935;DROTRECOGIN ALFA;CHEMICAL;PA166156848;rs7725278;VARIANT;
PA451866;VENLAFAXINE;CHEMICAL;PA166154053;rs4244285;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166154514;rs1487278;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166154625;rs10879346;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166154673;rs6311;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166154675;rs6313;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166154726;rs7997012;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166155036;rs2242446;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166156777;rs1992647;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166156853;rs10036156;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166156908;rs130058;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166156983;rs1360780;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157316;rs2032582;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157317;rs2032583;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157336;rs2235015;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157338;rs2235040;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157341;rs2235067;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157386;rs4148739;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157387;rs4148740;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157428;rs7787082;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157440;rs10248420;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157445;rs10280101;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157453;rs11983225;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157458;rs12720067;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157853;rs502434;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157871;rs3761554;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157872;rs3761555;VARIANT;PD
PA451866;VENLAFAXINE;CHEMICAL;PA166157873;rs3810651;VARIANT;PD
PA451232;REMIFENTANIL;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA451232;REMIFENTANIL;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA451232;REMIFENTANIL;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA451232;REMIFENTANIL;CHEMICAL;PA166160473;rs1042718;VARIANT;PD
PA451232;REMIFENTANIL;CHEMICAL;PA166231401;rs79910351;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185903;rs398123212;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185904;rs398123217;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185905;rs397515874;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185906;rs727505292;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185907;rs869312399;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185908;rs104894828;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185909;rs398123226;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185910;rs727504348;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185911;rs869312136;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185912;rs28935195;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185913;rs104894827;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185914;rs869312138;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185915;rs1569304898;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185916;rs372966991;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185917;rs869312146;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185918;rs398123223;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185919;rs190347120;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185920;rs28935490;VARIANT;PD
PA166182881;MIGALASTAT;CHEMICAL;PA166185937;rs397515870;VARIANT;PD
PA450530;MODAFINIL;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA450530;MODAFINIL;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA450530;MODAFINIL;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA450530;MODAFINIL;CHEMICAL;PA166157316;rs2032582;VARIANT;PD
PA448681;BUDESONIDE;CHEMICAL;PA166157244;rs37973;VARIANT;PD
PA448681;BUDESONIDE;CHEMICAL;PA166200821;rs2392165;VARIANT;PD
PA451737;TRANDOLAPRIL;CHEMICAL;PA166155135;rs71647871;VARIANT;
PA451737;TRANDOLAPRIL;CHEMICAL;PA166157776;rs4742610;VARIANT;PD
PA451737;TRANDOLAPRIL;CHEMICAL;PA166200921;rs778068631;VARIANT;
PA451690;TIMOLOL;CHEMICAL;PA166153976;rs1801252;VARIANT;PD
PA451690;TIMOLOL;CHEMICAL;PA166156031;rs16947;VARIANT;PD
PA451690;TIMOLOL;CHEMICAL;PA166157927;CYP2D6 poor metabolizer;VARIANT;
PA164779048;INTERFERON ALFA-2A, RECOMBINANT;CHEMICAL;PA166155098;rs9939609;VARIANT;PD
PA164779048;INTERFERON ALFA-2A, RECOMBINANT;CHEMICAL;PA166157627;rs9657182;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166153578;rs581111;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166155254;rs12948783;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166156619;rs7439366;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166156991;rs1799971;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166184876;rs6848893;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166257861;rs62436463;VARIANT;PD
PA450741;OXYCODONE;CHEMICAL;PA166257862;rs739296;VARIANT;PD
PA450488;MEXILETINE;CHEMICAL;PA166155266;rs80338792;VARIANT;PD
PA450488;MEXILETINE;CHEMICAL;PA166185726;rs121908560;VARIANT;PD
PA450488;MEXILETINE;CHEMICAL;PA166185727;rs886043595;VARIANT;PD
PA450488;MEXILETINE;CHEMICAL;PA166185728;rs1567817380;VARIANT;PD
PA450488;MEXILETINE;CHEMICAL;PA166185729;rs121908547;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166153683;rs2239622;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154260;rs6275;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154261;rs6277;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154329;rs1491850;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154337;rs1799978;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154364;rs2283265;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154420;rs7118900;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154427;rs7934165;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154437;rs10835210;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166154486;rs5443;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166155393;rs2279343;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166155405;rs3211371;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166155409;rs3745274;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166155442;rs8192709;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166155996;rs2070995;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156057;rs740603;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156059;rs933271;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156584;rs4292394;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156589;rs4554144;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156603;rs6600879;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156604;rs6600880;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156605;rs6600893;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156617;rs7438135;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156619;rs7439366;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156621;rs7662029;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156625;rs7668258;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156655;rs11940316;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156707;rs5326;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156928;rs558025;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156953;rs806368;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166156991;rs1799971;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157015;rs2075572;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157047;rs2760118;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157316;rs2032582;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166157345;rs2242480;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157346;rs2246709;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157375;rs3735451;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157391;rs4646437;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157393;rs4646440;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157435;rs9282564;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166157739;rs1948308;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157742;rs2120266;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157749;rs2289658;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157752;rs2378676;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157773;rs4358872;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166157779;rs4877900;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166159971;rs17180299;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166161944;rs10485058;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166170277;rs8094439;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166170278;rs17446819;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166175942;rs1129844;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166175994;rs678849;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166176247;rs963549;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166177058;rs2229205;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166182126;rs3192723;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166184204;rs204047;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166205741;rs3762555;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166205742;rs3762556;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166205744;rs3749034;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166205843;rs769404;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166206021;rs797397;VARIANT;
PA450401;METHADONE;CHEMICAL;PA166206202;rs3802279;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166206221;rs3802281;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166218621;rs4732636;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166218661;rs351776;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166232202;rs16974799;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166232221;rs1386493;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166233022;rs11265549;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166263562;rs73568641;VARIANT;PD
PA450401;METHADONE;CHEMICAL;PA166263684;rs55944529;VARIANT;PD
PA164712331;ALKYLATING AGENTS;CHEMICAL;PA166157022;rs2207396;VARIANT;PD
PA164712331;ALKYLATING AGENTS;CHEMICAL;PA166157262;rs712829;VARIANT;PD
PA166186040;TIANEPTINE;CHEMICAL;PA166156991;rs1799971;VARIANT;PD
PA450526;MITOXANTRONE;CHEMICAL;PA166154544;rs2291075;VARIANT;PD
PA450526;MITOXANTRONE;CHEMICAL;PA166155774;rs9679162;VARIANT;PD
PA450526;MITOXANTRONE;CHEMICAL;PA166155818;rs12613732;VARIANT;PD
PA450526;MITOXANTRONE;CHEMICAL;PA166201322;rs6025211;VARIANT;PD
PA166246421;ADAGRASIB;CHEMICAL;PA166165415;rs121913530;VARIANT;
PA164712950;OPIUM ALKALOIDS AND DERIVATIVES;CHEMICAL;PA166154844;rs660652;VARIANT;PD
PA164712950;OPIUM ALKALOIDS AND DERIVATIVES;CHEMICAL;PA166154856;rs1051730;VARIANT;PD
PA164712950;OPIUM ALKALOIDS AND DERIVATIVES;CHEMICAL;PA166154938;rs16969968;VARIANT;PD
PA450640;NITROFURANTOIN;CHEMICAL;PA166157959;G6PD deficiency;VARIANT;
PA164754992;ROCURONIUM;CHEMICAL;PA166154547;rs2306283;VARIANT;PD
PA164754992;ROCURONIUM;CHEMICAL;PA166157288;rs1128503;VARIANT;PD
PA164754992;ROCURONIUM;CHEMICAL;PA166163600;rs3834939;VARIANT;
PA164754992;ROCURONIUM;CHEMICAL;PA166236261;rs7967354;VARIANT;PD
PA164754992;ROCURONIUM;CHEMICAL;PA166236262;rs11045995;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166153586;rs696692;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166153956;rs915120;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154303;rs962369;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154340;rs1800532;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154673;rs6311;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154675;rs6313;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154726;rs7997012;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154732;rs9316233;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154875;rs2069521;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154877;rs2069526;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154909;rs4646425;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166154910;rs4646427;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166155364;rs1126757;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166156062;rs1065852;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166156657;rs11947402;VARIANT;
PA10074;ESCITALOPRAM;CHEMICAL;PA166156874;rs12054895;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157154;rs9380524;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157174;rs11568817;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157204;rs41271330;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157546;rs352428;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157824;rs10975641;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157829;rs11144870;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166157849;rs6318;VARIANT;PD
PA10074;ESCITALOPRAM;CHEMICAL;PA166176886;rs116692768;VARIANT;
PA10074;ESCITALOPRAM;CHEMICAL;PA166176887;rs76191705;VARIANT;
PA10074;ESCITALOPRAM;CHEMICAL;PA166182096;rs7905446;VARIANT;PD
PA449014;CISPLATIN;CHEMICAL;PA166153612;rs1051740;VARIANT;PD
PA449014;CISPLATIN;CHEMICAL;PA166153621;rs1065634;VARIANT;PD
PA449014;CISPLATIN;CHEMICAL;PA166153643;rs1801131;VARIANT;PD
PA449014;CISPLATIN;CHEMICAL;PA166153644;rs1801133;VARIANT;PD
PA449014;CISPLATIN;CHEMICAL;PA166153654;rs1805087;VARIANT;PD
