Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166176176;rs193922764;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166176176;rs193922764;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166176176;rs193922764;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166176176;rs193922764;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166176176;rs193922764;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166176176;rs193922764;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166179692;rs776817009;VARIANT;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA166179692;rs776817009;VARIANT;PA166179720;TAPENTADOL;CHEMICAL;
PA166179692;rs776817009;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166179692;rs776817009;VARIANT;PA451735;TRAMADOL;CHEMICAL;
PA166155253;rs12946454;VARIANT;PA449334;DILTIAZEM;CHEMICAL;PD
PA166157728;rs1536475;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166157732;rs1554973;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166177189;rs10771999;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155440;rs8113007;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166155440;rs8113007;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166177199;rs61908405;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155223;rs4790694;VARIANT;PA450403;METHAMPHETAMINE;CHEMICAL;PD
PA166185937;rs397515870;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166156399;rs4533622;VARIANT;PA162363968;LENALIDOMIDE;CHEMICAL;PD
PA166156399;rs4533622;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155541;rs118192178;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166179445;rs4979223;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166165228;rs766023281;VARIANT;PA450379;MERCAPTOPURINE;CHEMICAL;PD
PA166184546;rs3787138;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166154533;rs2238032;VARIANT;PA10407;CALCIUM CHANNEL BLOCKERS;CHEMICAL;PD
PA166155799;rs11125035;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166155797;rs10932125;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;
PA166156017;rs41557318;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;
PA166156017;rs41557318;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;
PA166241841;rs1556422499;VARIANT;PA166242461;DIHYDROSTREPTOMYCIN;CHEMICAL;PD
PA166241841;rs1556422499;VARIANT;PA451512;STREPTOMYCIN;CHEMICAL;PD
PA166241841;rs1556422499;VARIANT;PA452167;AMINOGLYCOSIDE ANTIBACTERIALS;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA150595617;PLATINUM;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA166152838;DIMETHYL FUMARATE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA448645;BLEOMYCIN;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA450112;ISONIAZID;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA450198;LEUCOVORIN;CHEMICAL;
PA166154249;rs1695;VARIANT;PA450379;MERCAPTOPURINE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166154249;rs1695;VARIANT;PA451250;RIFAMPIN;CHEMICAL;PD
PA166203413;rs2695121;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166156808;rs2631372;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166155692;rs2952768;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166155692;rs2952768;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166156478;rs4073;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166156953;rs806368;VARIANT;PA449072;COCAINE;CHEMICAL;
PA166156953;rs806368;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156023;rs4633;VARIANT;PA164745398;BUTORPHANOL;CHEMICAL;PD
PA166156023;rs4633;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166156023;rs4633;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166200021;rs7720513;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166153720;rs2842030;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166153720;rs2842030;VARIANT;PA450882;PERPHENAZINE;CHEMICAL;PD
PA166153720;rs2842030;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166175927;rs2070762;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166175927;rs2070762;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166183890;rs3766951;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166155760;rs6759892;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166155760;rs6759892;VARIANT;PA166118041;DEFERIPRONE;CHEMICAL;PD
PA166155760;rs6759892;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166412262;rs5841;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166153925;rs143154602;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166159627;rs2535629;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166153554;rs6025;VARIANT;PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;
PA166153554;rs6025;VARIANT;PA165290929;ETHINYL ESTRADIOL / NORELGESTROMIN;CHEMICAL;
PA166153554;rs6025;VARIANT;PA165981594;ELTROMBOPAG;CHEMICAL;
PA166153554;rs6025;VARIANT;PA166179849;AVATROMBOPAG;CHEMICAL;
PA166153554;rs6025;VARIANT;PA166182748;LUSUTROMBOPAG;CHEMICAL;
PA166153554;rs6025;VARIANT;PA166397682;RELUGOLIX / ESTRADIOL / NORETHINDRONE ACETATE;CHEMICAL;
PA166153554;rs6025;VARIANT;PA452637;HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE;CHEMICAL;PD
PA166156733;rs442767;VARIANT;PA10810;PEMETREXED;CHEMICAL;PD
PA166156733;rs442767;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166316641;rs753169154;VARIANT;PA166178659;ARACHIDONIC ACID;CHEMICAL;
PA166238022;rs12471326;VARIANT;PA166131561;COTININE GLUCURONIDE;CHEMICAL;
PA166182236;rs224534;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;PD
PA166257821;rs115346678;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166154078;rs7089580;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166159772;rs150437414;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155152;rs5918;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155152;rs5918;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166157496;rs56324128;VARIANT;PA165374673;TICAGRELOR;CHEMICAL;
PA166154996;rs875858;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154319;rs1125394;VARIANT;PA449072;COCAINE;CHEMICAL;
PA166154319;rs1125394;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166177177;rs12094644;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155198;rs2036657;VARIANT;PA450403;METHAMPHETAMINE;CHEMICAL;PD
PA166154842;rs615470;VARIANT;PA448073;ETHANOL;CHEMICAL;
PA166157567;rs1800909;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166159102;rs10934498;VARIANT;PA450085;IRINOTECAN;CHEMICAL;
PA166394681;rs397508744;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166178579;rs57081354;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166153796;rs7551789;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155209;rs2429427;VARIANT;PA10407;CALCIUM CHANNEL BLOCKERS;CHEMICAL;PD
PA166157518;rs77010898;VARIANT;PA151958596;CURCUMIN;CHEMICAL;PD
PA166157518;rs77010898;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166157518;rs77010898;VARIANT;PA166151864;ATALUREN;CHEMICAL;
PA166154366;rs2298826;VARIANT;PA449841;HALOPERIDOL;CHEMICAL;PD
PA166156657;rs11947402;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;
PA166156657;rs11947402;VARIANT;PA449015;CITALOPRAM;CHEMICAL;
PA166210003;rs494904;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166185754;rs2271339;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166157286;rs1057868;VARIANT;PA162372840;SUNITINIB;CHEMICAL;PD
PA166157286;rs1057868;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166157286;rs1057868;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;
PA166157286;rs1057868;VARIANT;PA450496;MIDAZOLAM;CHEMICAL;
PA166157286;rs1057868;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166157286;rs1057868;VARIANT;PA451365;SIROLIMUS;CHEMICAL;
PA166157286;rs1057868;VARIANT;PA451578;TACROLIMUS;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA10004;ADALIMUMAB;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA449515;ETANERCEPT;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA452347;GLUCOCORTICOIDS;CHEMICAL;PD
PA166156981;rs1264457;VARIANT;PA452639;INFLIXIMAB;CHEMICAL;PD
PA166394541;rs397508573;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166394541;rs397508573;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166394541;rs397508573;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166154658;rs61764370;VARIANT;PA10040;CETUXIMAB;CHEMICAL;PD
PA166154658;rs61764370;VARIANT;PA162373091;PANITUMUMAB;CHEMICAL;PD
PA166206604;rs12305038;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166157923;EPHX1 poor metabolizer;VARIANT;PA448033;ACETYLCYSTEINE;CHEMICAL;
PA166184314;rs2164660;VARIANT;PA451201;QUETIAPINE;CHEMICAL;PD
PA166154482;rs671;VARIANT;PA166186245;ACETALDEHYDE;CHEMICAL;
PA166154482;rs671;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166154482;rs671;VARIANT;PA450588;NALTREXONE;CHEMICAL;PD
PA166154482;rs671;VARIANT;PA452619;HEROIN;CHEMICAL;
PA166176140;rs1861647;VARIANT;PA131887008;3,4-METHYLENEDIOXYMETHAMPHETAMINE;CHEMICAL;
PA166205742;rs3762556;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166185489;rs7178270;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166319207;rs372307932;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166184887;rs7247903;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166156964;rs909706;VARIANT;PA449841;HALOPERIDOL;CHEMICAL;PD
PA166156610;rs6822844;VARIANT;PA451261;RITUXIMAB;CHEMICAL;PD
PA166182337;rs61816456;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166154506;rs880054;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166156558;rs2433320;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166161153;rs651630;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166154874;rs2069514;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166154874;rs2069514;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166154874;rs2069514;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166154874;rs2069514;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166154984;rs119774;VARIANT;PA450546;MONTELUKAST;CHEMICAL;PD
PA166156722;rs265976;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166177970;rs1260326;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166235764;rs7597593;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166155645;rs1801262;VARIANT;PA451234;REPAGLINIDE;CHEMICAL;PD
PA166157948;NAT2 slow acetylator;VARIANT;PA164712708;DRUGS FOR TREATMENT OF TUBERCULOSIS;CHEMICAL;
PA166157948;NAT2 slow acetylator;VARIANT;PA450112;ISONIAZID;CHEMICAL;
PA166157948;NAT2 slow acetylator;VARIANT;PA451547;SULFASALAZINE;CHEMICAL;
PA166161442;rs35112940;VARIANT;PA164749431;GEMTUZUMAB OZOGAMICIN;CHEMICAL;PD
PA166170232;rs200707504;VARIANT;PA166321761;REMIMAZOLAM;CHEMICAL;
PA166170232;rs200707504;VARIANT;PA450721;OSELTAMIVIR;CHEMICAL;
PA166171046;rs3919583;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166157645;rs13266634;VARIANT;PA164744571;INSULIN RECOMBINANT;CHEMICAL;PD
PA166157645;rs13266634;VARIANT;PA451234;REPAGLINIDE;CHEMICAL;PD
PA166157645;rs13266634;VARIANT;PA451961;ZINC ACETATE;CHEMICAL;PD
PA166178403;rs148235907;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178403;rs148235907;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178403;rs148235907;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166195565;rs9384825;VARIANT;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA166195565;rs9384825;VARIANT;PA451735;TRAMADOL;CHEMICAL;
PA166181040;rs701829;VARIANT;PA449211;DAPSONE;CHEMICAL;PD
PA166153648;rs1801265;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166153648;rs1801265;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166154607;rs7973796;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166199006;rs8068318;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166153837;rs12022243;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166155965;rs10485828;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;
PA166155965;rs10485828;VARIANT;PA449563;EXEMESTANE;CHEMICAL;
PA166156476;rs698;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166156476;rs698;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166156476;rs698;VARIANT;PA450588;NALTREXONE;CHEMICAL;PD
PA166185727;rs886043595;VARIANT;PA450488;MEXILETINE;CHEMICAL;PD
PA166185905;rs397515874;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166154503;rs784888;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166268441;rs11640115;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166268441;rs11640115;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166155442;rs8192709;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155442;rs8192709;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166155442;rs8192709;VARIANT;PA450401;METHADONE;CHEMICAL;
PA166180546;rs8124728;VARIANT;PA451494;STAVUDINE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166155564;rs193922747;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155564;rs193922747;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166154695;rs1061472;VARIANT;PA150481189;TAXANES;CHEMICAL;PD
PA166154695;rs1061472;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166153653;rs1805054;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166157430;rs7793837;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166396181;rs1009122956;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;
PA166396181;rs1009122956;VARIANT;PA166185957;ESTRONE SULFATE;CHEMICAL;
PA166154813;rs7160796;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166155096;rs9934438;VARIANT;PA165980614;FLUINDIONE;CHEMICAL;PD
PA166155096;rs9934438;VARIANT;PA450921;PHENPROCOUMON;CHEMICAL;PD
PA166155096;rs9934438;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166155096;rs9934438;VARIANT;PA452632;ACENOCOUMAROL;CHEMICAL;PD
PA166153600;rs928655;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166155356;rs735482;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166153930;rs147601618;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166171094;rs2228000;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154797;rs2498804;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166154797;rs2498804;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166154384;rs2734833;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166154217;rs145119820;VARIANT;PA450373;MEPHENYTOIN;CHEMICAL;
PA166155210;rs2857657;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166182336;rs10802887;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166206221;rs3802281;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166155735;rs4848306;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166154595;rs6539870;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166155789;rs10490162;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166185405;rs7606603;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166153578;rs581111;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166153578;rs581111;VARIANT;PA450741;OXYCODONE;CHEMICAL;PD
PA166285101;rs6686529;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166156697;rs80143932;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166156697;rs80143932;VARIANT;PA449961;IDARUBICIN;CHEMICAL;PD
PA166155963;rs6138150;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166199061;rs1446468;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166211543;rs36120609;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166211543;rs36120609;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166211543;rs36120609;VARIANT;PA450688;OLANZAPINE;CHEMICAL;
PA166154421;rs7124442;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA164783958;ALEMTUZUMAB;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA448926;CHLORAMBUCIL;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA449655;FLUDARABINE;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA451100;PREDNISONE;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA451261;RITUXIMAB;CHEMICAL;PD
PA166159131;rs1801157;VARIANT;PA451879;VINCRISTINE;CHEMICAL;PD
PA166155352;rs445925;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166155329;rs17751934;VARIANT;PA164712563;BISPHOSPHONATES;CHEMICAL;PD
PA166154337;rs1799978;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166154337;rs1799978;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154337;rs1799978;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166157694;rs770063251;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166210044;rs6589386;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166319223;rs374527058;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166156528;rs1870377;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166182353;rs4659982;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA10888;CLOBAZAM;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA449533;ETHOSUXIMIDE;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA450164;LAMOTRIGINE;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA450206;LEVETIRACETAM;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA450732;OXCARBAZEPINE;CHEMICAL;PD
PA166155680;rs2298771;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166155598;rs699664;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166155733;rs4673993;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166160283;rs4643786;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166262004;rs200554095;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166156629;rs7675300;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166155446;rs8192725;VARIANT;PA452620;TEGAFUR;CHEMICAL;
PA166182332;rs1934341;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166199721;rs147451859;VARIANT;PA10235;ZOLEDRONATE;CHEMICAL;PD
PA166199721;rs147451859;VARIANT;PA166185677;FEC100;CHEMICAL;PD
PA166199721;rs147451859;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166199721;rs147451859;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166199721;rs147451859;VARIANT;PA451743;TRASTUZUMAB;CHEMICAL;PD
PA166156929;rs578427;VARIANT;PA450395;METFORMIN;CHEMICAL;
PA166157876;rs4825476;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166154722;rs7984870;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;PD
PA166154722;rs7984870;VARIANT;PA450196;LETROZOLE;CHEMICAL;PD
PA166156873;rs11960832;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166183884;rs6473797;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166183884;rs6473797;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166157742;rs2120266;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156676;rs28365062;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166156676;rs28365062;VARIANT;PA451954;ZIDOVUDINE;CHEMICAL;
PA166266704;rs1353327;VARIANT;PA165949771;GLUCARPIDASE;CHEMICAL;PD
PA166154808;rs7142143;VARIANT;PA448492;ASPARAGINASE;CHEMICAL;PD
PA166154808;rs7142143;VARIANT;PA449247;DEXAMETHASONE;CHEMICAL;PD
PA166154808;rs7142143;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166192823;rs57918000;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166157870;rs2497538;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166350925;rs138264188;VARIANT;PA451141;PROPOFOL;CHEMICAL;
PA166157516;rs75527207;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166157516;rs75527207;VARIANT;PA166159659;NPPB;CHEMICAL;
PA166157516;rs75527207;VARIANT;PA166175754;TEZACAFTOR;CHEMICAL;PD
PA166157516;rs75527207;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166157516;rs75527207;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166154477;rs61886492;VARIANT;PA450379;MERCAPTOPURINE;CHEMICAL;PD
PA166154477;rs61886492;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166154936;rs12903202;VARIANT;PA164712563;BISPHOSPHONATES;CHEMICAL;PD
PA166155511;rs58425034;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;
PA166156794;rs2279020;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166156794;rs2279020;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166156794;rs2279020;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166176935;rs10413455;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166155981;rs428785;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166155715;rs3812718;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166155715;rs3812718;VARIANT;PA450164;LAMOTRIGINE;CHEMICAL;
